age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
"[18,25]","[Private,Without-pay]","[Bachelors,Some-college]","[Married-civ-spouse,Never-married]","[Adm-clerical,Other-service]","[Husband,Wife]","[Female,Male]","[Thailand,United-States]",<=50K
"[18,25]","[Private,Without-pay]","[Bachelors,Some-college]","[Married-civ-spouse,Never-married]","[Adm-clerical,Other-service]","[Husband,Wife]","[Female,Male]","[Thailand,United-States]",<=50K
"[18,25]","[Private,Without-pay]","[Bachelors,Some-college]","[Married-civ-spouse,Never-married]","[Adm-clerical,Other-service]","[Husband,Wife]","[Female,Male]","[Thailand,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[18,25]","[Local-gov,State-gov]","[Assoc-voc,Some-college]","[Married-civ-spouse,Never-married]","[Prof-specialty,Transport-moving]","[Husband,Unmarried]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Self-emp-not-inc]","[12th,Some-college]","[Divorced,Never-married]","[Adm-clerical,Sales]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",>50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
"[26,32]","[Federal-gov,Without-pay]","[5th-6th,Some-college]","[Divorced,Separated]","[Adm-clerical,Machine-op-inspct]","[Husband,Wife]","[Female,Male]","[Mexico,United-States]",<=50K
